fecha,dim,clave,in,out,net,aum
2026-01-30,gestora,Argenfunds S.A.,189321.21,-20980257697.43,-20980068376.22,577176151683.77
2026-01-30,gestora,Mercofond S.G.F.C.I.S.A.,14479997.15,-34265650.32,-19785653.17,2865576919.56
2026-01-30,gestora,Balanz S.G.F.C.I.S.A.U.,46712184881.19,-50819544409.66,-4107359528.47,1780115527943.37
2026-01-30,gestora,Bull Market Asset Management S.A.,14749069.83,-14702450983.64,-14687701913.81,606975751032.33
2026-01-30,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,1097468017.03,-32699789543.97,-31602321526.94,621593223416.84
2026-01-30,gestora,Capital Markets Argentina Asset Management S.A.,955187259.76,-55612.88,955131646.88,27770989374.11
2026-01-30,gestora,Cocos Asset Management S.A.,6651808603.83,-61629034265.36,-54977225661.54,712295186773.19
2026-01-30,gestora,Investis Asset Management S.A.S.G.F.C.I.,10001808976.75,-1080287332.45,8921521644.30,675120433160.66
2026-01-30,gestora,One618 Asset Management S.G.F.C.I.S.A.,3521049169.00,-23986978707.47,-20465929538.47,1464099509225.82
2026-01-30,gestora,Ciudad Administradora de Activos S.A.U.,3337411222.81,-2319558475.59,1017852747.22,317045815823.80
2026-01-30,gestora,Delta Asset Management S.A.,17308546502.26,-503262727.86,16805283774.40,1718041223842.39
2026-01-30,gestora,Dracma S.A.,68254056.23,-9916765.93,58337290.30,45932750955.69
2026-01-30,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,16761546081.05,-81450575350.96,-64689029269.90,3762013714358.78
2026-01-30,gestora,Galicia Asset Management S.A.U.,9694809062.84,-1392660238.33,8302148824.51,9523786969663.38
2026-01-30,gestora,Galileo Argentina S.G.F.C.I.S.A.,1492908471.93,-359788515.49,1133119956.44,414159546966.35
2026-01-30,gestora,Industrial Asset Management S.G.F.C.I.S.A.,792624206.43,-186700366999.63,-185907742793.20,682852172664.19
2026-01-30,gestora,IEB S.A.,547834459.85,-24686520780.73,-24138686320.88,374413810902.59
2026-01-30,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,6435020652.65
2026-01-30,gestora,Patagonia Inversora S.A.S.G.F.C.I,4818812282.00,-29869857007.36,-25051044725.37,1649635366649.16
2026-01-30,gestora,Max Capital Asset Management S.A.,3467547937.37,-103133573692.96,-99666025755.60,714867640906.94
2026-01-30,gestora,MEGA QM S.A.,270611162.38,-26791723620.52,-26521112458.14,1294058155102.78
2026-01-30,gestora,SAM Argentina S.G.F.C.I.S.A.U.,353604363.24,0.00,353604363.24,88200427561.08
2026-01-30,gestora,Parakeet S.G.F.C.I.S.A.,114529331.56,-5019193281.36,-4904663949.80,106454012195.25
2026-01-30,gestora,Pellegrini S.A.S.G.F.C.I.,282292801253.07,-457963745.33,281834837507.74,3095732758733.49
2026-01-30,gestora,Macro Fondos S.G.F.C.I.S.A.,77585400.70,-87380205.63,-9794804.92,3966143043095.65
2026-01-30,gestora,Supervielle Asset Management S.A.,1835286167.17,-104287919.26,1730998247.92,1019783313851.05
2026-01-30,gestora,Schroder S.A.S.G.F.C.I.,1802294169.71,-27396735945.18,-25594441775.46,1582205503494.46
2026-01-30,gestora,Santander Rio Asset Management G.F.C.I.S.A.,59958112036.80,-112926809757.66,-52968697720.86,8531081975502.20
2026-01-30,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,9347890183.45,-47952319376.75,-38604429193.30,626636225220.38
2026-01-30,gestora,Ualá Fondos S.A.U.,4877025063.01,-75158736.33,4801866326.68,170489182027.67
2026-01-30,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,51180140.87,-32634897.04,18545243.83,34083794312.45
2026-01-30,gestora,Wise Capital Asset Management S.A.,369690814.26,-1009640781.37,-639949967.11,82406624226.67
2026-01-30,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2026-01-30,gestora,Cohen S.A.,0.00,0.00,0.00,9176278.83
2026-01-30,bucket,Renta Variable USD,438798.85,-23372.11,415426.74,94497667.66
2026-01-30,bucket,Renta Fija ARS T+1,127676992555.85,-20097665440.20,107579327115.65,10848126320376.01
2026-01-30,bucket,Renta Fija ARS,21845455681.76,-26214588077.89,-4369132396.12,2449524697615.84
2026-01-30,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,0.00,0.00,464292388.03
2026-01-30,gestora,BAVSA Fondos S.A.,4655007249.72,-820944311.81,3834062937.92,122687643169.29
2026-01-30,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,1360390086.54,-3577756060.04,-2217365973.50,75257418523.69
2026-01-30,gestora,Cono Sur S.G.F.C.I.S.A.,2945697703.03,-610391957.44,2335305745.59,38075845259.77
2026-01-30,gestora,First Capital Markets S.A.,16432856.33,-686.12,16432170.21,78538421512.04
2026-01-30,gestora,CMF Asset Management S.A.U.,222197067.79,-10900233261.50,-10678036193.71,159886434579.33
2026-01-30,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-01-30,gestora,Mercado Pago Asset Managemet S.A.,316057226892.80,0.00,316057226892.80,6555654926848.93
2026-01-30,gestora,Novus Asset Management S.A.,940612515.52,-3092043596.17,-2151431080.66,194357135363.25
2026-01-30,gestora,Quiron Asset Management S.A.,624378485.14,-779652628.29,-155274143.15,20786518584.97
2026-01-30,gestora,Tandem Capital S.A.,27107848639.45,0.00,27107848639.45,34772922893.69
2026-01-30,gestora,Zofingen Investment S.A.,2392804465.29,-10179501383.65,-7786696918.36,514952919284.15
2026-01-30,gestora,C y C Administradora de Fondos S.A.,517403077.94,-502984.53,516900093.41,50170894970.83
2026-01-30,gestora,Grupo SS S.A.S.G.F.C.I.,50470334.61,-3750006.13,46720328.48,172335488233.01
2026-01-30,bucket,Renta Fija USD,28108521.51,-18263773.94,9844747.57,5124992845.89
2026-01-30,gestora,Axis S.G.F.C.I.S.A.,960044119.26,-8140000822.55,-7179956703.29,336800514076.95
2026-01-30,bucket,Renta Mixta,19254918610.07,-17646806814.36,1608111795.71,4203598483913.08
2026-01-30,gestora,GMC Asset Management S.A.U.,528000.01,-212363640.05,-211835640.04,20684221839.94
2026-01-30,bucket,Renta Mixta USD,2145528.92,-3730336.87,-1584807.96,751296204.68
2026-01-30,bucket,PyMEs,2638052049.57,-515475594.90,2122576454.68,1714389637101.22
2026-01-30,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2026-01-30,bucket,Infraestructura,183378218.47,-10995172.55,172383045.93,904406850515.67
2026-01-30,bucket,Infraestructura USD,0.00,0.00,0.00,61218822.98
2026-01-30,bucket,Retorno Total,10354724723.29,-75723027.60,10279001695.69,961879931970.52
2026-01-30,bucket,Retorno Total USD,1731684.58,-6225.51,1725459.07,365648582.09
2026-01-30,bucket,ASG,34500.06,-464229.93,-429729.87,20837789801.94
2026-01-30,bucket,RG900,160369772.23,-577445925.74,-417076153.51,196575123004.56
2026-01-30,bucket,Money Market ARS (T+0),774523503817.07,-1541047775281.16,-766524271464.09,42187261065568.40
2026-01-30,bucket,Money Market USD,60766642.67,-82161078.57,-21394435.91,5949816283.04
2026-01-30,bucket,Fondos Cerrados,0.00,0.00,0.00,210426603701.49
2026-01-30,bucket,Fondos Cerrados USD,0.00,0.00,0.00,366972771.97
2026-01-30,gestora,GGAL Asset Management S.A.S.G.F.C.I.,0.00,0.00,0.00,1468898.99
2026-01-30,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2026-01-30,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2026-01-30,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2026-01-30,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2026-01-29,bucket,Renta Variable,1960601713.54,-4658361790.42,-2697760076.88,2017164757401.59
2026-01-29,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,18437457503.08,-72370810522.99,-53933353019.91,2223374363242.96
2026-01-29,tipo_ger,Independiente,213946304994.09,-653078242164.19,-439131937170.10,28284463211997.78
2026-01-29,gestora,StoneX Asset Management S.A.,5368494764.81,-23180986144.19,-17812491379.38,680966269638.76
2026-01-29,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,26083581333.27,-7223489785.01,18860091548.27,386870420469.51
2026-01-29,tipo_ger,Bancaria,269888872816.70,-463636249213.18,-193747376396.48,38393039107155.27
2026-01-29,gestora,SBS Asset Management S.A.S.G.F.C.I.,22273331582.13,-14734332703.99,7538998878.14,1131358707179.98
2026-01-29,gestora,Proahorro Administradora de Activos S.A.,181504550.18,-29411388703.58,-29229884153.40,1586465009579.00
2026-01-29,gestora,Provinfondos S.A.S.G.F.C.I.,1605900312.90,-57502710713.77,-55896810400.87,1846311014561.92
2026-01-29,gestora,Adcap Asset Management S.G.F.C.I.S.A.,27333511398.37,-130081347089.78,-102747835691.41,1870561703736.86
2026-01-29,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,62572936904.99,-16457444716.72,46115492188.27,2113726047225.31
2026-01-29,gestora,Argenfunds S.A.,4597221641.39,-30220503.84,4567001137.55,596850814943.31
2026-01-29,gestora,Mercofond S.G.F.C.I.S.A.,0.00,0.00,0.00,2889779966.59
2026-01-29,gestora,Balanz S.G.F.C.I.S.A.U.,6329160691.89,-112514556409.80,-106185395717.91,1774936326643.66
2026-01-29,gestora,Bull Market Asset Management S.A.,4987454692.01,-611947542.91,4375507149.10,620250945626.04
2026-01-29,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,1411739077.09,-19221303852.92,-17809564775.83,652217924528.59
2026-01-29,gestora,Capital Markets Argentina Asset Management S.A.,478069.10,-204348315.63,-203870246.53,26819966334.78
2026-01-29,gestora,Cocos Asset Management S.A.,15375208025.46,-2920807280.67,12454400744.79,765590276399.39
2026-01-29,gestora,Investis Asset Management S.A.S.G.F.C.I.,370604345.67,-3330225863.70,-2959621518.03,664256571918.45
2026-01-29,gestora,One618 Asset Management S.G.F.C.I.S.A.,2569073504.68,-19126766387.40,-16557692882.72,1482687762011.86
2026-01-29,gestora,Ciudad Administradora de Activos S.A.U.,970820573.91,-17818080951.68,-16847260377.76,315779524104.92
2026-01-29,gestora,Delta Asset Management S.A.,5516619692.00,-36472118030.75,-30955498338.75,1700465145879.73
2026-01-29,gestora,Dracma S.A.,7364169.88,-805909887.96,-798545718.08,45877974578.12
2026-01-29,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,12036421788.50,-72588549785.01,-60552127996.50,3822248227703.98
2026-01-29,gestora,Galicia Asset Management S.A.U.,1447555830.11,-18909796958.18,-17462241128.06,9574487705531.25
2026-01-29,gestora,Galileo Argentina S.G.F.C.I.S.A.,769262046.52,-2045703432.30,-1276441385.79,413078919287.75
2026-01-29,gestora,Industrial Asset Management S.G.F.C.I.S.A.,51836010544.42,-2356427677.20,49479582867.23,868013767047.69
2026-01-29,gestora,IEB S.A.,17105460373.77,-13670948967.09,3434511406.68,397703789205.51
2026-01-29,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,6435020652.65
2026-01-29,gestora,Patagonia Inversora S.A.S.G.F.C.I,122315922.92,-42982294417.40,-42859978494.48,1673144917205.15
2026-01-29,gestora,Max Capital Asset Management S.A.,10751676676.58,-35271912024.13,-24520235347.55,813334680851.47
2026-01-29,gestora,MEGA QM S.A.,1469766942.19,-80787187509.57,-79317420567.38,1318840974198.10
2026-01-29,gestora,SAM Argentina S.G.F.C.I.S.A.U.,16399999.74,0.00,16399999.74,87912802443.38
2026-01-29,gestora,Parakeet S.G.F.C.I.S.A.,7064771741.41,-80733843.87,6984037897.54,107585858761.44
2026-01-29,gestora,Pellegrini S.A.S.G.F.C.I.,2155956602.86,-172702077092.31,-170546120489.45,2809657090236.21
2026-01-29,gestora,Macro Fondos S.G.F.C.I.S.A.,11871617190.97,-14502960.32,11857114230.65,4055961035167.55
2026-01-29,gestora,Supervielle Asset Management S.A.,15494932604.62,-54118552.04,15440814052.58,1035405073361.01
2026-01-29,gestora,Schroder S.A.S.G.F.C.I.,10917073515.85,-37055493770.38,-26138420254.53,1605339730905.27
2026-01-29,gestora,Santander Rio Asset Management G.F.C.I.S.A.,73563617103.59,-14838836652.74,58724780450.85,8574669268720.83
2026-01-29,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,8715467026.54,-20966615097.91,-12251148071.37,664547091291.34
2026-01-29,gestora,Ualá Fondos S.A.U.,363390976.04,-366476660.76,-3085684.72,165564262645.50
2026-01-29,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,27949718.82,-92023445.73,-64073726.92,34021835779.01
2026-01-29,gestora,Wise Capital Asset Management S.A.,953617679.50,-7036361759.02,-6082744079.52,82537913919.20
2026-01-29,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2026-01-29,gestora,Cohen S.A.,0.00,0.00,0.00,9176280.97
2026-01-29,bucket,Renta Variable USD,1989980.83,-89859.57,1900121.26,95712497.71
2026-01-29,bucket,Renta Fija ARS T+1,62848896190.54,-36496331315.81,26352564874.73,10708397992468.67
2026-01-29,bucket,Renta Fija ARS,42045644440.14,-12327272926.92,29718371513.22,2449991260225.92
2026-01-29,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,-59457852.71,-59457852.71,463181034.47
2026-01-29,gestora,BAVSA Fondos S.A.,601345863.93,-1765263870.58,-1163918006.65,118877780297.33
2026-01-29,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,399480240.71,-4530252987.59,-4130772746.88,77343331916.89
2026-01-29,gestora,Cono Sur S.G.F.C.I.S.A.,308946630.07,-1068861470.64,-759914840.57,35574977129.87
2026-01-29,gestora,First Capital Markets S.A.,32976334.37,0.00,32976334.37,78406840462.90
2026-01-29,gestora,CMF Asset Management S.A.U.,348530670.48,-11244905941.83,-10896375271.35,170330647480.64
2026-01-29,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-01-29,gestora,Mercado Pago Asset Managemet S.A.,42347482421.02,0.00,42347482421.02,6234329541631.64
2026-01-29,gestora,Novus Asset Management S.A.,369701799.31,-4910927986.58,-4541226187.27,196219079539.12
2026-01-29,gestora,Quiron Asset Management S.A.,162620516.58,-975891470.73,-813270954.15,20943077036.40
2026-01-29,gestora,Tandem Capital S.A.,351727841.42,-1543442742.36,-1191714900.94,36407688864.67
2026-01-29,gestora,Zofingen Investment S.A.,2915347051.49,-85026167.97,2830320883.53,522458137221.63
2026-01-29,gestora,C y C Administradora de Fondos S.A.,1450507169.90,-13013851.86,1437493318.04,49772221727.91
2026-01-29,gestora,Grupo SS S.A.S.G.F.C.I.,2371565.66,-10353580.16,-7982014.50,172245137008.29
2026-01-29,bucket,Renta Fija USD,35617946.38,-8531781.26,27086165.13,5113894222.09
2026-01-29,gestora,Axis S.G.F.C.I.S.A.,1707230640.28,-4668237441.16,-2961006800.88,344195707366.71
2026-01-29,bucket,Renta Mixta,27730686849.24,-19332705678.39,8397981170.86,4181211061654.20
2026-01-29,gestora,GMC Asset Management S.A.U.,161181947.79,0.00,161181947.79,21106287334.93
2026-01-29,bucket,Renta Mixta USD,3522891.70,-2359577.23,1163314.47,753143161.00
2026-01-29,bucket,PyMEs,3029270101.67,-245353961.14,2783916140.53,1709684458569.12
2026-01-29,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2026-01-29,bucket,Infraestructura,26525797.61,-910873059.03,-884347261.42,901756834701.51
2026-01-29,bucket,Infraestructura USD,0.00,0.00,0.00,61271109.92
2026-01-29,bucket,Retorno Total,4290606061.91,-1992122621.62,2298483440.29,949636321412.68
2026-01-29,bucket,Retorno Total USD,1598019.34,-360258.57,1237760.77,364659249.98
2026-01-29,bucket,ASG,36134.45,-509371008.13,-509334873.69,20793363090.85
2026-01-29,bucket,RG900,93260191.37,-125062250.91,-31802059.54,196546290799.58
2026-01-29,bucket,Money Market ARS (T+0),341670295936.93,-1040073991411.64,-698403695474.72,43319107885536.31
2026-01-29,bucket,Money Market USD,96625555.15,-31703876.74,64921678.41,5972211596.93
2026-01-29,bucket,Fondos Cerrados,0.00,0.00,0.00,210426603701.49
2026-01-29,bucket,Fondos Cerrados USD,0.00,0.00,0.00,366972774.11
2026-01-29,gestora,GGAL Asset Management S.A.S.G.F.C.I.,0.00,0.00,0.00,1468898.99
2026-01-29,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2026-01-29,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2026-01-29,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2026-01-29,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2026-01-28,bucket,Renta Variable,3217372983.33,-2694599874.45,522773108.88,2030272838181.03
2026-01-28,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,49503269038.04,-32810988710.26,16692280327.78,2276821924818.27
2026-01-28,tipo_ger,Independiente,474664903920.26,-203755910519.67,270908993400.59,28713552717473.96
2026-01-28,gestora,StoneX Asset Management S.A.,17928496986.59,-544219178.64,17384277807.95,698575870301.79
2026-01-28,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,13336670300.20,-1550213097.59,11786457202.61,367350279155.07
2026-01-28,tipo_ger,Bancaria,465718567285.83,-47599466177.91,418119101107.91,38445274584065.77
2026-01-28,gestora,SBS Asset Management S.A.S.G.F.C.I.,36365722970.87,-296333908.75,36069389062.13,1123672158080.36
2026-01-28,gestora,Proahorro Administradora de Activos S.A.,43504258286.38,-881259707.79,42622998578.59,1615013212270.88
2026-01-28,gestora,Provinfondos S.A.S.G.F.C.I.,22268790626.17,-92590536.91,22176200089.25,1901485545172.27
2026-01-28,gestora,Adcap Asset Management S.G.F.C.I.S.A.,122126151310.72,-24555434353.52,97570716957.20,1971834736394.43
2026-01-28,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,15613376412.39,-2635916446.52,12977459965.87,2067217790317.02
2026-01-28,gestora,Argenfunds S.A.,5961932579.16,-10146062662.16,-4184130083.00,592934488677.29
2026-01-28,gestora,Mercofond S.G.F.C.I.S.A.,0.00,0.00,0.00,2891839887.12
2026-01-28,gestora,Balanz S.G.F.C.I.S.A.U.,44738749044.38,-41376377131.05,3362371913.33,1876679398069.41
2026-01-28,gestora,Bull Market Asset Management S.A.,5549260009.86,-3401805.88,5545858203.98,616154454111.70
2026-01-28,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,16548691977.88,-1498809145.55,15049882832.33,669742693890.87
2026-01-28,gestora,Capital Markets Argentina Asset Management S.A.,147718424.14,-23606540.80,124111883.34,27080898590.39
2026-01-28,gestora,Cocos Asset Management S.A.,3610197770.36,-5093375068.55,-1483177298.19,752612105496.15
2026-01-28,gestora,Investis Asset Management S.A.S.G.F.C.I.,520280281.05,-2090493724.98,-1570213443.93,668313682944.74
2026-01-28,gestora,One618 Asset Management S.G.F.C.I.S.A.,5296560210.37,-22652581905.69,-17356021695.32,1500451749360.42
2026-01-28,gestora,Ciudad Administradora de Activos S.A.U.,1759108230.85,-7188419.37,1751919811.48,332480308621.45
2026-01-28,gestora,Delta Asset Management S.A.,19928800948.39,-6255318173.15,13673482775.23,1731272083170.35
2026-01-28,gestora,Dracma S.A.,3725310.44,-116741529.23,-113016218.79,46800240013.59
2026-01-28,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,75422461684.84,-3239274825.60,72183186859.24,3878001120033.57
2026-01-28,gestora,Galicia Asset Management S.A.U.,6096317823.78,-2781847369.01,3314470454.78,9527583999515.83
2026-01-28,gestora,Galileo Argentina S.G.F.C.I.S.A.,1188294603.95,-1146465786.76,41828817.19,414067571627.67
2026-01-28,gestora,Industrial Asset Management S.G.F.C.I.S.A.,26755048194.44,-7175455871.79,19579592322.66,818122827527.14
2026-01-28,gestora,IEB S.A.,11390917687.20,-3875833958.07,7515083729.13,394026580766.63
2026-01-28,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,6497274842.01
2026-01-28,gestora,Patagonia Inversora S.A.S.G.F.C.I,106404582776.53,-365139347.78,106039443428.75,1711778826711.30
2026-01-28,gestora,Max Capital Asset Management S.A.,12180549788.06,-251830350.97,11928719437.09,837195616887.09
2026-01-28,gestora,MEGA QM S.A.,6304782852.58,-33973556166.41,-27668773313.83,1398947332262.16
2026-01-28,gestora,SAM Argentina S.G.F.C.I.S.A.U.,77880295.87,0.00,77880295.87,87848976756.08
2026-01-28,gestora,Parakeet S.G.F.C.I.S.A.,1189826465.99,-317462449.00,872364017.00,100593460795.77
2026-01-28,gestora,Pellegrini S.A.S.G.F.C.I.,58724906179.21,-2128310415.06,56596595764.15,2979069546903.57
2026-01-28,gestora,Macro Fondos S.G.F.C.I.S.A.,254142042.30,-4930783850.13,-4676641807.84,3993422085075.84
2026-01-28,gestora,Supervielle Asset Management S.A.,1357697078.56,-11686799205.28,-10329102126.72,1009674990297.03
2026-01-28,gestora,Schroder S.A.S.G.F.C.I.,37726642983.47,-1727256969.41,35999386014.06,1631971442930.94
2026-01-28,gestora,Santander Rio Asset Management G.F.C.I.S.A.,105415590046.60,-8252674378.49,97162915668.11,8512707712964.41
2026-01-28,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,15761183912.08,-1254463268.82,14506720643.26,676636857880.40
2026-01-28,gestora,Ualá Fondos S.A.U.,389585200.38,-1917339108.80,-1527753908.41,165479846894.08
2026-01-28,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,168557110.57,-3334735.73,165222374.84,34093011363.14
2026-01-28,gestora,Wise Capital Asset Management S.A.,2741044682.93,-845477252.55,1895567430.38,88812330984.22
2026-01-28,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2026-01-28,gestora,Cohen S.A.,0.00,0.00,0.00,9176280.97
2026-01-28,bucket,Renta Variable USD,2252192.38,-95355.70,2156836.67,94142349.55
2026-01-28,bucket,Renta Fija ARS T+1,60709902045.51,-46157666691.54,14552235353.97,10682990864196.54
2026-01-28,bucket,Renta Fija ARS,57536438969.76,-8280882529.85,49255556439.91,2418502806359.66
2026-01-28,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,-82206538.92,-82206538.92,521907934.36
2026-01-28,gestora,BAVSA Fondos S.A.,2038198619.86,-11902592.98,2026296026.88,119931352417.17
2026-01-28,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,1308633371.28,-27031698.80,1281601672.47,81421324787.95
2026-01-28,gestora,Cono Sur S.G.F.C.I.S.A.,1024298873.29,-729240860.98,295058012.31,36358358026.24
2026-01-28,gestora,First Capital Markets S.A.,10435437.30,-1020405.35,9415031.95,78328005568.21
2026-01-28,gestora,CMF Asset Management S.A.U.,11875819423.01,-89554520.75,11786264902.26,181155308013.08
2026-01-28,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-01-28,gestora,Mercado Pago Asset Managemet S.A.,0.00,-5147679121.32,-5147679121.32,6187227483103.85
2026-01-28,gestora,Novus Asset Management S.A.,5743752329.44,-117871927.67,5625880401.77,200754648258.13
2026-01-28,gestora,Quiron Asset Management S.A.,890343228.30,-121724125.31,768619102.99,21790420925.43
2026-01-28,gestora,Tandem Capital S.A.,3303514926.99,-1893427945.11,1410086981.89,37573094676.00
2026-01-28,gestora,Zofingen Investment S.A.,15593110516.62,-3259711216.74,12333399299.88,518752735026.54
2026-01-28,gestora,C y C Administradora de Fondos S.A.,1490728748.89,-131000000.94,1359728747.95,48546781356.64
2026-01-28,gestora,Grupo SS S.A.S.G.F.C.I.,43381322.16,-91921885.85,-48540563.69,172201630145.51
2026-01-28,bucket,Renta Fija USD,36316236.29,-24266033.61,12050202.68,5081176708.76
2026-01-28,gestora,Axis S.G.F.C.I.S.A.,2799482281.36,-360727919.15,2438754362.21,347229352903.69
2026-01-28,bucket,Renta Mixta,15488743590.27,-5703020489.46,9785723100.81,4177734250742.10
2026-01-28,gestora,GMC Asset Management S.A.U.,0.00,-786138581.66,-786138581.66,21035856418.87
2026-01-28,bucket,Renta Mixta USD,5233323.06,-153658.74,5079664.33,752705890.31
2026-01-28,bucket,PyMEs,3729848293.68,-865036042.13,2864812251.55,1705660378770.08
2026-01-28,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2026-01-28,bucket,Infraestructura,155975044.15,-187918894.77,-31943850.61,901117826909.95
2026-01-28,bucket,Infraestructura USD,0.00,0.00,0.00,61300136.93
2026-01-28,bucket,Retorno Total,5176437591.59,-777667224.22,4398770367.37,947203334452.01
2026-01-28,bucket,Retorno Total USD,788287.92,-134059.58,654228.33,363349074.32
2026-01-28,bucket,ASG,16139.96,-25352848.06,-25336708.10,21342806726.28
2026-01-28,bucket,RG900,229212980.71,-275801833.91,-46588853.20,196714015570.94
2026-01-28,bucket,Money Market ARS (T+0),794041611256.99,-186241861663.76,607799749593.23,43854181457808.04
2026-01-28,bucket,Money Market USD,53322270.49,-120919497.80,-67597227.31,5902846208.25
2026-01-28,bucket,Fondos Cerrados,0.00,0.00,0.00,210426603701.49
2026-01-28,bucket,Fondos Cerrados USD,0.00,0.00,0.00,366972774.11
2026-01-28,gestora,GGAL Asset Management S.A.S.G.F.C.I.,0.00,0.00,0.00,1468898.99
2026-01-28,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2026-01-28,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2026-01-28,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2026-01-28,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2026-01-27,bucket,Renta Variable,4999838036.40,-4299461223.49,700376812.91,2036160410801.55
2026-01-27,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,221247993866.65,-13022112861.46,208225881005.20,2256044313639.68
2026-01-27,tipo_ger,Independiente,810248622017.40,-166050453227.42,644198168789.98,28460918383675.35
2026-01-27,gestora,StoneX Asset Management S.A.,18022256264.31,-2855971466.21,15166284798.10,680558026861.84
2026-01-27,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,13932513576.91,-25102782.74,13907410794.17,354340852630.66
2026-01-27,tipo_ger,Bancaria,441056439952.62,-211534601753.01,229521838199.61,37890731307040.52
2026-01-27,gestora,SBS Asset Management S.A.S.G.F.C.I.,18133426002.73,-14194522921.94,3938903080.79,1087092046526.04
2026-01-27,gestora,Proahorro Administradora de Activos S.A.,6599208732.61,-4693549.32,6594515183.29,1571600770510.53
2026-01-27,gestora,Provinfondos S.A.S.G.F.C.I.,387435657.07,-29465310084.21,-29077874427.14,1878164143674.18
2026-01-27,gestora,Adcap Asset Management S.G.F.C.I.S.A.,188395299730.14,-9364923072.40,179030376657.74,1873508107879.96
2026-01-27,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,49213147227.92,-928769267.08,48284377960.83,2053874557209.73
2026-01-27,gestora,Argenfunds S.A.,1758764939.29,-1345294906.91,413470032.38,596310404200.17
2026-01-27,gestora,Mercofond S.G.F.C.I.S.A.,0.00,0.00,0.00,2905174797.04
2026-01-27,gestora,Balanz S.G.F.C.I.S.A.U.,70572770262.71,-6879662457.75,63693107804.95,1865345268448.45
2026-01-27,gestora,Bull Market Asset Management S.A.,7776002914.12,-2100000000.00,5676002914.12,609940203858.25
2026-01-27,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,10871818905.77,-18283308247.34,-7411489341.57,654217828950.57
2026-01-27,gestora,Capital Markets Argentina Asset Management S.A.,120859272.63,-9641584.45,111217688.18,26938460174.74
2026-01-27,gestora,Cocos Asset Management S.A.,30191451292.64,-3155536041.83,27035915250.80,753538067143.52
